Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
sacs,17.81243858,-0.00193269,0.914445979,-0.00211351,0.998313665,0.999647417
sik3,560.9380913,0.000530163,0.294003021,0.001803258,0.998561209,0.999647417
LOC109635090,9.393326908,-0.002480728,1.724558131,-0.001438472,0.998852266,0.999647417
nrdc,225.2408318,0.000582412,0.502239884,0.001159629,0.99907475,0.999647417
LOC109637482,10.88724235,0.001770668,1.040684171,0.001701446,0.998642443,0.999647417
LOC109639556,247.740454,0.000811627,0.344425243,0.002356468,0.998119812,0.999647417
LOC109639665,115.7851309,0.001179336,0.473650384,0.002489888,0.998013359,0.999647417
LOC109641397,323.0596513,0.000541363,0.461200254,0.001173813,0.999063433,0.999647417
LOC109641552,22.17619281,-0.001276749,0.867491213,-0.001471771,0.998825697,0.999647417
cbx1,445.121196,-0.001004457,0.424487863,-0.00236628,0.998111983,0.999647417
snx13,277.0414859,-0.000694056,0.27569812,-0.00251745,0.997991368,0.999647417
btbd9,153.0521369,-0.000430755,0.359317471,-0.001198815,0.999043484,0.999647417
LOC109645347,257.7463543,-0.000817577,0.394179857,-0.002074122,0.998345091,0.999647417
LOC109647062,190.338358,-0.001361274,0.501109941,-0.002716517,0.997832536,0.999647417
LOC109647612,345.7346911,0.00044717,0.339208224,0.001318276,0.998948168,0.999647417
LOC109647706,56.91778846,0.000679085,0.539109637,0.001259641,0.998994952,0.999647417
LOC109647717,7.048719129,0.003676707,1.38647753,0.002651833,0.997884146,0.999647417
LOC109648225,6.063795992,-0.002370642,1.83592263,-0.001291254,0.998969729,0.999647417
LOC109623938,16.92555703,0.002042801,0.892861795,0.002287925,0.998174501,0.999647417
phkb,298.0456699,-0.000225836,0.290965382,-0.000776161,0.999380713,0.999718842
LOC109632326,8.836883588,-0.002127871,2.280794437,-0.000932952,0.999255612,0.999718842
ncaph,10.22875887,-0.00176435,2.266086968,-0.000778589,0.999378776,0.999718842
LOC109637234,3384.905454,0.00028149,0.416805739,0.00067535,0.999461149,0.999718842
LOC109643499,19.65432135,-0.000587734,0.919063283,-0.000639492,0.999489759,0.999718842
LOC109648168,58.81762935,0.000552627,0.688790393,0.000802316,0.999359845,0.999718842
mfsd3,404.9867925,9.20E-05,0.2517164,0.000365369,0.999708478,0.999880318
wtip,175.1925919,9.87E-05,0.388418547,0.000254067,0.999797284,0.999911848
mrpl11,39.82788099,-1.74E-05,0.867312569,-2.01E-05,0.999983974,0.999983974
LOC109636554,11.72427738,-0.000114607,1.568175902,-7.31E-05,0.999941688,0.999983974
fat2,4.631066685,-0.570815613,2.579759065,-0.221267025,0.824884524,NA
egf,4.152003949,5.319897682,3.060106273,1.738468278,0.082128335,NA
pitx2,4.785877246,-2.41270849,3.173259351,-0.760325023,0.447060328,NA
LOC109628683,4.33307163,-1.762695406,2.401229969,-0.734080212,0.462899853,NA
LOC109632596,4.233654548,-0.240553135,1.923220426,-0.125078296,0.900461565,NA
LOC109624585,4.623354208,-0.088074976,2.584318782,-0.034080539,0.972812927,NA
LOC109624576,4.139290739,0.822507751,1.569096076,0.52419209,0.600144942,NA
LOC109642301,4.291477168,0.613399579,2.528387168,0.242605083,0.808311343,NA
LOC109633733,4.40928866,-0.192393075,2.552023671,-0.075388437,0.939905659,NA
syce3,5.147268561,0.178243745,2.496654075,0.071393048,0.943084942,NA
LOC109625056,4.071293639,-0.870153093,1.928372827,-0.451236961,0.651818774,NA
LOC109624667,7178.269045,6.481177397,1.943515013,3.334770946,NA,NA
b3gat2,5.267139423,2.479061856,2.457162783,1.008912341,0.313016676,NA
bag3,13063.31802,5.248626311,2.032309072,2.582592571,NA,NA
LOC109632140,5.226711372,-6.10542705,3.537420931,-1.725954351,0.084355625,NA
LOC109634033,4.599208982,-2.338698124,3.201107018,-0.730590421,0.465029365,NA
LOC109633439,3.8828963,1.040597205,3.40829924,0.305312747,0.760127968,NA
LOC109629232,4.596487998,-0.590218272,2.654590803,-0.222338702,0.824050226,NA
LOC109631754,4.853988138,-0.161870042,2.556816723,-0.063309208,0.949520283,NA
otor,5.221298768,0.431797471,1.911735071,0.225866794,0.821305025,NA
LOC109630990,3.414547912,5.039544398,4.312910148,1.168478875,0.242613656,NA
fam151a,4.720087935,-1.934977175,2.370205392,-0.816375315,0.41428551,NA
pkia,4.90811537,-0.105586193,1.889937988,-0.055867544,0.955447327,NA
ctnnd2,4.825007905,0.043568005,1.891065293,0.023038869,0.981619269,NA
LOC109641952,4.593810797,5.463306405,2.222440182,2.458246773,0.01396172,NA
LOC109641324,4.780704734,-5.976346969,3.62819077,-1.647197556,0.099517446,NA
LOC109641483,4.951681673,-0.772780175,2.49783025,-0.309380582,0.75703204,NA
LOC109639652,4.774853585,0.261399315,2.639413323,0.099036901,0.921108972,NA
LOC109636906,4.75910957,-2.478377163,2.250686196,-1.101165132,0.270824794,NA
erich6,4.389061857,-2.070440651,3.220471323,-0.642899887,0.520289062,NA
LOC109638845,4.789882045,-0.171292903,3.294902223,-0.051987249,0.958538853,NA
dnajb4,191.5454117,22.71569421,4.407644063,5.153704311,NA,NA
LOC109624032,4.693511011,-1.423690351,2.459216387,-0.578920325,0.562642935,NA
LOC109624686,5.293356293,-0.820366176,1.863257201,-0.440286062,0.659729934,NA
rabl2b,4.773520593,-0.179907378,1.972374817,-0.091213585,0.927322881,NA
LOC109624168,4.287472369,-1.759979113,3.252623941,-0.541095173,0.588441985,NA
rfx4,4.153118229,-2.794160355,2.398459654,-1.164981179,0.244026611,NA
LOC109623996,5.151896421,2.4544264,2.419738799,1.014335267,0.310422801,NA
LOC109624239,4.895466167,5.548476233,3.014437406,1.840634084,0.065675199,NA
LOC109623971,4.754710503,2.286078587,2.537750923,0.90082859,0.367679464,NA
iqub,5.234779663,1.239652574,2.519611929,0.492001391,0.62271836,NA
LOC109624206,4.820767025,-0.446162772,3.286035537,-0.135775395,0.891998843,NA
LOC109624123,4568.948558,5.218157842,1.939431617,2.690560366,NA,NA
insc,4.372181324,0.096673993,1.927127387,0.050164817,0.959991048,NA
LOC109624274,4.552730549,5.453823852,4.030852709,1.353019881,0.176049279,NA
scg3,4.343453491,1.642177485,3.37136156,0.487096224,0.626190142,NA
LOC109624808,4.30604161,0.269236791,1.982033977,0.135838636,0.891948847,NA
LOC109624720,4.506214821,-1.063883344,1.807584583,-0.588566286,0.556152256,NA
LOC109624972,5.040965813,1.186472826,2.44711165,0.484846217,0.627785436,NA
LOC109624975,4.338022873,-1.488979072,1.831381382,-0.813036043,0.416197394,NA
LOC109625030,4.094673835,0.80699538,1.501571519,0.537433862,0.590967959,NA
LOC109625122,4.701848231,-1.926110138,2.329077294,-0.826984206,0.408246013,NA
LOC109624940,4.256387532,1.619100652,2.546356213,0.635850021,0.524874181,NA
LOC109625218,4.660557026,-1.699322681,2.495838631,-0.6808624,0.495958561,NA
lrrc66,4.878488767,0.30442776,1.972726932,0.154318246,0.877358812,NA
LOC109625392,4.736678044,-0.033071144,3.327335784,-0.009939226,0.992069775,NA
celf5,4.694266407,1.375390951,2.542178797,0.54102841,0.588488001,NA
ccdc181,4.266696592,5.359945114,3.034581117,1.766288297,0.077347494,NA
ttll7,4.014187005,0.470459775,2.587811256,0.181798334,0.855740992,NA
tmem44,4.052729265,-3.3525547,2.328381033,-1.439865148,0.149905555,NA
LOC109626420,5.047870763,2.382118872,1.865887289,1.27666815,0.201719431,NA
LOC109626164,5.158030718,-0.199176269,2.494731535,-0.079838759,0.936365498,NA
ntng2,4.810406577,0.27032136,3.276804815,0.082495411,0.934252767,NA
LOC109626310,4.963699022,-0.803552928,2.499545697,-0.321479591,0.747846976,NA
LOC109626071,4.338969316,-5.836796734,2.518062423,-2.317971422,0.020450874,NA
LOC109626155,4.612667408,-1.442471215,3.232362705,-0.446259083,0.655410109,NA
LOC109626523,5.18466952,-0.044437182,3.279211753,-0.013551178,0.989188055,NA
LOC109626301,4.688667953,1.046530344,1.915389152,0.54638001,0.584804748,NA
LOC109626016,4.333636936,-0.495441891,2.016954595,-0.245638594,0.805962011,NA
LOC109626154,4866.724816,9.120962139,2.696039859,3.383096177,NA,NA
LOC109626317,6023.784468,9.253862553,2.606712653,3.55001252,NA,NA
ccdc57,5.263057487,-0.962186146,3.189366223,-0.301685689,0.762891679,NA
myo15b,4.351244688,-0.220431635,3.322044436,-0.06635421,0.947095825,NA
ryr2,4.87932089,5.551050298,2.986476944,1.858728664,0.063065608,NA
LOC109626644,4.404801005,0.656508206,2.546087549,0.257849816,0.796522816,NA
LOC109626660,5.203393368,0.204249074,2.482453475,0.082277101,0.934426364,NA
LOC109626699,5.163161113,-6.087386435,3.552505559,-1.713547335,0.086611893,NA
LOC109627149,4.945468967,1.504825114,1.936843594,0.776947152,0.437189951,NA
LOC109627042,4.92784754,-1.009100724,2.479061574,-0.40704948,0.683971647,NA
cpxm2,4.400207377,0.313396058,2.008066891,0.156068535,0.875979,NA
LOC109627314,4.523028706,-1.626475745,3.234349193,-0.50287574,0.615051638,NA
LOC109627327,5.112673775,-0.274129883,1.905993596,-0.143825186,0.885638514,NA
LOC109627723,9947.7768,5.187679442,2.049659015,2.530996329,NA,NA
LOC109627340,5.29497697,-0.966339203,2.401761127,-0.402346092,0.687429338,NA
LOC109627487,4.783423078,0.280182476,1.89665252,0.147724727,0.882560016,NA
cunh19orf67,4.477434312,-1.436625187,2.626307079,-0.547013408,0.58436952,NA
cfap52,3.929899967,-3.34277005,3.201964921,-1.043974601,0.296497141,NA
LOC109627648,4.280591569,-2.203426779,2.416039631,-0.911999435,0.361769015,NA
LOC109627454,4.989631934,5.575315934,3.01889741,1.846805365,0.064775354,NA
cdkn2d,4.671142947,-0.309213707,3.327958067,-0.092913943,0.925971929,NA
LOC109628035,5.0150522,3.044548074,1.823789823,1.669352485,0.095047544,NA
cpsf3,4.304737552,5.370814506,3.074971566,1.746622494,0.080702843,NA
atp1b2,4.62938413,-1.018445566,2.007726962,-0.507262982,0.611970309,NA
bhlha9,4.176614561,-0.562631485,2.593879848,-0.216907304,0.828280585,NA
LOC109628956,3.797225643,0.999712628,2.595331084,0.385196569,0.700091785,NA
LOC109628858,408.1344373,4.46971372,2.021711277,2.2108566,NA,NA
LOC109629130,4.338192837,-0.437901607,1.912494717,-0.228968793,0.818893171,NA
LOC109629262,5.260381967,3.098027163,3.258052823,0.950883037,0.341663754,NA
LOC109628928,5.202610735,-0.22788312,2.524938694,-0.090252932,0.928086222,NA
LOC109628997,4.197087081,-2.984382713,3.178081276,-0.939051728,0.347704187,NA
mak,4.664340473,1.419051449,2.473715724,0.573651788,0.566203459,NA
LOC109629870,4.860961864,5.547773698,3.024140289,1.834496144,0.06658038,NA
tnfrsf11a,4.539184064,-0.552626348,2.513631449,-0.21985178,0.825986591,NA
LOC109629450,4.78265973,0.033554765,1.977290875,0.01697007,0.986460493,NA
LOC109629558,4.274539177,-1.041842249,3.300140625,-0.31569632,0.752233021,NA
LOC109630289,4.743186501,1.437298518,2.55035866,0.563567211,0.573048707,NA
LOC109630396,4.718379646,-0.897701806,3.277288408,-0.273916023,0.784149158,NA
mbnl1,5.045020629,0.174715695,2.536050232,0.068892837,0.94507492,NA
LOC109630297,4.301379653,1.265253524,3.372748955,0.375140143,0.707556244,NA
mlf1,5.069817835,0.138939622,3.274066013,0.042436414,0.9661508,NA
LOC109629981,5.298317185,1.631671548,3.27689589,0.497932068,0.618531924,NA
LOC109629937,4.594587276,-0.558540565,1.939772854,-0.287941221,0.773391732,NA
LOC109630096,5.079744683,-2.07623881,2.27507872,-0.912600866,0.361452499,NA
LOC109630902,4.127491558,0.231377624,1.9921485,0.116144767,0.90753781,NA
LOC109630790,64748.83694,8.024194035,2.504762835,3.203574376,NA,NA
htr6,5.015365948,5.58118611,3.084726485,1.809296914,0.070404888,NA
LOC109631349,4.207020166,-5.79190867,3.761680709,-1.539712995,0.123630328,NA
LOC109631069,4.827450624,1.096320301,2.49720322,0.439019257,0.660647583,NA
LOC109631255,3.890308704,5.230849832,2.434477053,2.1486544,0.031661806,NA
stmn2,5.115271199,1.53076626,2.500753126,0.612122102,0.540456976,NA
kiaa0895,4.379459148,1.256278753,2.537279303,0.495128286,0.620509568,NA
matn2,4.418985052,1.684651768,2.531795168,0.665398129,0.505795881,NA
LOC109632060,3.806190789,0.002339832,3.406929084,0.000686786,0.999452024,NA
LOC109632116,5.094241637,-1.117201571,1.801423043,-0.62017724,0.535141104,NA
tnfrsf11b,5.092471568,1.561794008,2.498037457,0.625208403,0.531834288,NA
dscc1,4.497501544,-0.557862035,2.560337579,-0.217886126,0.827517838,NA
LOC109632514,1053.238151,8.551944762,3.269214483,2.615902018,NA,NA
LOC109632922,3.921666066,0.699298634,2.571951054,0.271894223,0.785703353,NA
LOC109632660,4.402683797,2.18967469,2.526892477,0.866548423,0.386189484,NA
LOC109632874,5.131992159,-1.329671174,1.801172216,-0.738225453,0.460377458,NA
mcm10,5.299608409,-2.256801274,3.157080225,-0.714838114,0.474709081,NA
LOC109632717,5.096334793,-0.290014529,2.551878083,-0.113647486,0.909517243,NA
adam22,4.620166584,-1.267185583,2.506820787,-0.505495084,0.613211151,NA
LOC109633285,3.67222394,-0.388064449,3.419055479,-0.113500483,0.90963378,NA
LOC109633312,3.902340471,5.231836288,4.17561724,1.252949202,0.210224194,NA
LOC109633494,4.685626226,-1.476463921,3.224479312,-0.457892198,0.647029892,NA
LOC109633522,5.071900811,-2.194004576,2.342324999,-0.93667812,0.348924154,NA
LOC109633663,5.251395408,-0.589328095,2.448128273,-0.240725987,0.809767496,NA
kcnh6,5.280808711,-0.370992271,1.7842381,-0.207927558,0.835285531,NA
LOC109634074,3.929899967,-3.34277005,3.201964921,-1.043974601,0.296497141,NA
hs3st2,4.821801527,-0.193002505,2.566309832,-0.075206237,0.940050622,NA
LOC109634117,4.467059892,5.42913344,3.059973964,1.77424171,0.076023178,NA
sphkap,4.46234526,2.222640513,3.329782482,0.667503215,0.504450757,NA
dnaaf1,5.141720654,-1.790397318,1.751695889,-1.022093691,0.306736559,NA
veph1,4.941867247,0.898411625,2.459052156,0.365348747,0.714851095,NA
LOC109634449,4.06493799,5.290620968,4.135892541,1.279196912,0.200827723,NA
LOC109634875,197.9316527,4.712045996,2.058879945,2.288645342,NA,NA
nwd2,4.407054475,0.341289503,1.472487334,0.231777547,0.816710797,NA
LOC109635137,4.291478009,0.883417822,2.007544653,0.440048903,0.659901689,NA
LOC109635094,4.037311306,5.278674067,3.094334141,1.705915983,0.088023724,NA
LOC109635220,4.148883813,-0.331995979,1.928432279,-0.172158485,0.863312935,NA
LOC109635596,4.245568579,-3.771302175,3.16586654,-1.191238521,0.233559961,NA
LOC109635425,4.026832281,0.129587847,2.589038392,0.050052501,0.960080551,NA
LOC109635476,5.109086571,1.913330738,2.52614243,0.757412058,0.448803034,NA
hunk,4.468242946,-0.09428287,3.307594972,-0.028504962,0.97725941,NA
LOC109635839,4.953559926,-0.803916599,3.230373266,-0.248861829,0.803467663,NA
LOC109635755,4.08936338,-2.115280689,2.442809946,-0.865921106,0.386533428,NA
LOC109635647,5.217467959,-0.652091136,2.50661858,-0.260147731,0.794749821,NA
scg5,4.830293452,0.030716997,2.521935046,0.012179932,0.990282061,NA
LOC109635990,5.085580589,-2.197329925,2.386716115,-0.920649888,0.357233247,NA
LOC109635965,4.802542579,-0.172189104,1.832205805,-0.093979128,0.925125737,NA
kcnk3,4.855259251,-0.357718652,2.543882224,-0.140619188,0.888170789,NA
grm1,4.748651958,-0.680247337,2.534036118,-0.268444215,0.788357409,NA
LOC109636045,4.015791977,-5.724789397,3.812762666,-1.501480658,0.133231286,NA
LOC109636219,5.280654005,-0.973654165,1.789008849,-0.54424223,0.586274795,NA
LOC109636203,5.213687481,-0.018431806,1.944328728,-0.009479779,0.992436344,NA
LOC109636259,5.152044973,-0.628878267,1.793910363,-0.350562815,0.725916357,NA
tmem229b,4.68820618,-1.66415698,2.556438349,-0.650966991,0.515067795,NA
LOC109636247,4.801754337,1.459554576,2.505078894,0.582638167,0.560136906,NA
b3gnt7,4.706635663,0.746841843,3.321064619,0.22488025,0.822072434,NA
LOC109636674,4.122981963,5.312123038,3.063733123,1.73387264,0.082940683,NA
LOC109636773,4.147186,-1.134200408,2.534113895,-0.447572783,0.65446155,NA
fabp1,4.941476771,0.855222721,2.607005794,0.328047879,0.742875462,NA
cpeb1,4.896795118,-1.097494224,2.566140404,-0.427682843,0.668882042,NA
cfap70,4.122250718,-0.093161608,2.561605103,-0.036368451,0.97098857,NA
LOC109637336,4.89307642,-2.004065009,2.30181903,-0.870644035,0.383948545,NA
LOC109637363,4.425999145,-1.349699504,3.260775458,-0.413919794,0.678932847,NA
LOC109637481,3.462689399,2.471347406,3.508493674,0.704389871,0.481190012,NA
ank2,4.200375893,-2.575481587,2.320711267,-1.109781137,0.26709335,NA
LOC109637845,4.447890901,1.287587169,2.532335757,0.508458314,0.611131967,NA
smim18,4.487738505,-0.575955886,1.962019644,-0.293552558,0.769099832,NA
gsg2,5.257293094,-2.142168855,2.262115424,-0.946975929,0.343651045,NA
slain1,5.04910118,-2.185158227,2.353273781,-0.928560988,0.353116647,NA
scel,4.410986473,0.618083659,2.552330476,0.242164432,0.808652754,NA
LOC109638053,4.787673593,-1.095407485,2.427557887,-0.451238461,0.651817693,NA
LOC109638041,3.889355266,0.411636399,2.629581052,0.156540677,0.875606859,NA
rasl10a,5.177963467,5.627703336,3.040976258,1.850623898,0.064223679,NA
LOC109638216,5.150552508,0.208328408,2.555574387,0.081519211,0.935029047,NA
LOC109638096,4.641391003,0.728708228,1.463233974,0.498012102,0.618475512,NA
wdr66,4.226464337,-2.288650836,3.227678671,-0.709070223,0.4782809,NA
LOC109638238,4.745296498,0.54720373,3.284955318,0.166578744,0.86770152,NA
abcg2,4.967707317,0.080362566,2.594915183,0.030969246,0.975294066,NA
LOC109638453,4.629538836,-0.320595763,3.311947078,-0.096799784,0.922885395,NA
zmynd10,4.342974115,-1.244426699,2.525840769,-0.492678206,0.622239979,NA
LOC109638477,4.332753114,0.026659163,2.538900865,0.010500277,0.991622145,NA
LOC109638674,5.278384436,-1.177767265,3.204862115,-0.367493896,0.713250644,NA
trnat-agu,5.145217159,-0.466975346,1.347689178,-0.346500776,0.728966401,NA
LOC109638787,4.992890972,0.109528617,2.495337139,0.043893314,0.964989445,NA
LOC109638877,3.806190789,0.002339832,3.406929084,0.000686786,0.999452024,NA
lrrc71,4.302753638,0.268669347,2.577175476,0.104249536,0.916971324,NA
LOC109639121,5.240937796,0.968201026,3.237250558,0.299081276,0.764878033,NA
LOC109639188,4.184220536,-5.784069243,2.6411002,-2.190022644,0.028522595,NA
fam83f,4.599318007,0.699233262,2.527384782,0.276662765,0.782039066,NA
LOC109639359,5.146471957,5.631811352,2.92591843,1.924801216,0.054254232,NA
LOC109639591,3.998623445,1.546192798,3.390186155,0.456079025,0.648333152,NA
cnksr2,3.414547912,5.039544398,4.312910148,1.168478875,0.242613656,NA
LOC109639682,4.668590988,-0.233239309,2.564033705,-0.090965773,0.927519787,NA
dnah2,4.589476545,-5.917449214,3.669744949,-1.612496045,0.10685404,NA
