Gene,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean
LOC109640542,0.504116801,0.457465922,1.101976732,0.270471787,0.999978072,82.79368221
LOC109640550,-0.144190505,0.40596685,-0.355178027,0.722456225,0.999978072,76.17266353
LOC109640552,0.181911048,0.397870109,0.457212149,0.647518567,0.999978072,86.43027378
LOC109640554,-0.248120267,0.412108112,-0.602075668,0.54712377,0.999978072,175.7799573
LOC109640557,1.022246369,0.724346368,1.411267336,0.158165802,0.999978072,280.3633136
LOC109640559,0.026834912,0.287229951,0.093426579,0.925564676,0.999978072,3380.358246
LOC109640561,0.026863588,0.301702929,0.089039865,0.929050228,0.999978072,146374.2044
LOC109640563,-0.103854369,0.542218777,-0.191535915,0.848105745,0.999978072,82.69122066
LOC109640565,-0.418052792,0.329222129,-1.269819841,0.204148812,0.999978072,685.3898001
LOC109640570,-0.244637579,0.470548948,-0.51989826,0.603134488,0.999978072,212.1416977
LOC109640571,-0.465445459,0.305214357,-1.524978916,0.127264357,0.999978072,259.8690993
LOC109640573,0.231795115,0.392161805,0.591070093,0.554473458,0.999978072,91.17620403
LOC109640576,-0.486457345,0.36023867,-1.350375143,0.17689568,0.999978072,131.2600011
LOC109640586,-0.114277904,0.252450767,-0.452674022,0.650783489,0.999978072,3587.11023
LOC109640592,0.004426091,0.350601265,0.012624286,0.989927544,0.999978072,340.8476039
LOC109640595,0.086528413,0.351501626,0.24616789,0.805552271,0.999978072,255.5010561
LOC109640602,-0.098822893,0.385459449,-0.256376885,0.797659835,0.999978072,133.2134713
LOC109640604,0.255455829,0.323264167,0.79023862,0.429388426,0.999978072,198.9082515
LOC109640613,0.050806206,0.453547648,0.112019556,0.910807901,0.999978072,76.68061447
LOC109640614,0.193257929,0.489683097,0.394659179,0.693094433,0.999978072,369.9711179
LOC109640617,0.582252867,0.356672189,1.6324594,0.102582745,0.999978072,443.4982457
LOC109640618,-0.265832455,0.349378127,-0.760873203,0.446732806,0.999978072,296.0912288
LOC109640624,-0.14637779,0.381147917,-0.384044575,0.70094541,0.999978072,130.288008
LOC109640625,0.662843519,0.481052237,1.377903412,0.168233111,0.999978072,87.28517489
LOC109640626,-0.12542865,0.382494315,-0.327922912,0.74296995,0.999978072,4112.707096
LOC109640635,-0.452643741,0.395733555,-1.143809351,0.252702711,0.999978072,301.6743117
LOC109640669,-0.470126956,0.435106331,-1.080487509,0.279925146,0.999978072,271.6622589
LOC109640672,-0.254139154,0.399721183,-0.635791059,0.524912616,0.999978072,199.5253834
LOC109640685,0.206960488,0.475176611,0.435544349,0.663167355,0.999978072,672.9365867
LOC109640700,0.068779607,0.290816344,0.236505301,0.813040595,0.999978072,1365.817995
LOC109640703,-0.367233705,0.423648296,-0.866836261,0.386031731,0.999978072,121.6312645
LOC109640705,0.757351133,0.609107486,1.24337847,0.2137284,0.999978072,80.83037849
LOC109640709,0.359450862,0.4605161,0.780539188,0.435073571,0.999978072,177.6738621
LOC109640716,-0.185467248,0.730969742,-0.253727668,0.799705958,0.999978072,75.70443737
LOC109640717,0.837462238,0.570791109,1.467195661,0.142322837,0.999978072,213.6499118
LOC109640719,0.286717284,0.393505777,0.728622807,0.466232423,0.999978072,72.93101867
LOC109640720,0.277705289,0.349492109,0.794596736,0.426848118,0.999978072,335.4743879
LOC109640726,0.470510359,0.348493459,1.350126799,0.176975313,0.999978072,188.790868
LOC109640732,-0.334707287,0.301225177,-1.111153092,0.266502458,0.999978072,1118.113007
LOC109640738,-0.094510835,0.401459441,-0.235418141,0.813884207,0.999978072,67273.40814
LOC109640753,-0.113540998,0.356103648,-0.318842559,0.749845904,0.999978072,243.1848703
LOC109640787,-0.106676112,0.297361349,-0.358742361,0.719787835,0.999978072,254.4102257
LOC109640793,0.7386498,0.566633805,1.303575242,0.192378447,0.999978072,198.8189184
LOC109640795,-0.38594495,0.419284914,-0.92048375,0.357320021,0.999978072,115.3641999
LOC109640797,-0.334395092,0.485761296,-0.688393858,0.491204791,0.999978072,81.1924501
LOC109640821,0.506912807,0.468536804,1.081906059,0.279294272,0.999978072,74.63842427
LOC109640823,0.349961926,0.446332816,0.784082893,0.432991472,0.999978072,318.2688885
LOC109640839,0.021526076,0.352383761,0.061087025,0.951289902,0.999978072,271.3647049
LOC109640840,0.330719269,0.377718296,0.875571221,0.381263177,0.999978072,189.1509517
LOC109640842,-0.110353472,0.366486527,-0.301111948,0.76332913,0.999978072,131.4723218
LOC109640858,0.586437601,0.439402164,1.33462611,0.181998748,0.999978072,163.2795078
LOC109640863,-0.234487443,0.288260855,-0.813455726,0.415956821,0.999978072,230.2083325
LOC109640872,-0.077682788,0.348219389,-0.223085764,0.823468758,0.999978072,249.6765781
LOC109640878,-0.403408542,0.458401646,-0.880032926,0.378841473,0.999978072,167.2907572
LOC109640888,-0.40943019,0.354018984,-1.156520435,0.247468346,0.999978072,161.8473165
LOC109640892,-0.203790898,0.375573533,-0.542612511,0.587396623,0.999978072,96.95704568
LOC109640900,0.035460219,0.430490664,0.082371633,0.934351193,0.999978072,116.1703842
LOC109640912,0.248800073,0.437998836,0.568038206,0.570009025,0.999978072,68.6389727
LOC109640914,-0.160010395,0.367344259,-0.43558703,0.663136383,0.999978072,363.447111
LOC109640916,0.245610814,0.28896573,0.849965197,0.395344436,0.999978072,307.6065804
LOC109640924,0.305176122,0.627936326,0.485998514,0.626968219,0.999978072,634.3879746
LOC109640926,0.020817578,0.498813589,0.041734184,0.966710603,0.999978072,195578.2844
LOC109640946,-0.052845915,0.264546467,-0.199760426,0.841667953,0.999978072,2073.2413
LOC109640948,-0.03023173,0.376684952,-0.080257335,0.936032591,0.999978072,445.9984946
LOC109640960,-0.082181884,0.340150634,-0.241604384,0.809086725,0.999978072,4452.552867
LOC109640963,-0.278562013,0.402063924,-0.69283016,0.488416143,0.999978072,115.6731092
LOC109640974,-0.052280764,0.291083859,-0.179607225,0.857460932,0.999978072,290.9796821
LOC109640979,0.011706898,0.326748225,0.035828498,0.97141911,0.999978072,371.1893506
LOC109641002,-0.477351899,0.464063392,-1.028635112,0.303651172,0.999978072,197.0703482
LOC109641009,-0.212785777,0.556295208,-0.38250514,0.702086717,0.999978072,68.86438632
LOC109641010,-0.323645795,0.435779333,-0.742682754,0.457673773,0.999978072,2423.255719
LOC109641017,-0.031610214,0.459661193,-0.068768508,0.945173886,0.999978072,207.940507
LOC109641023,0.51458683,0.352593406,1.459434071,0.144445674,0.999978072,165.2527465
LOC109641025,0.188632703,0.277074664,0.680800981,0.495997429,0.999978072,2725.184373
LOC109641026,0.037185932,0.316639962,0.117439163,0.906512052,0.999978072,171.6068774
LOC109641031,0.361117372,0.331868263,1.088134696,0.276535649,0.999978072,269.4027321
LOC109641037,0.739397903,0.643597962,1.148850597,0.250617592,0.999978072,97.43813305
LOC109641040,-0.737720722,0.52170948,-1.414045077,0.157348668,0.999978072,75.30773651
LOC109641045,0.141359853,0.326679466,0.432717289,0.665220168,0.999978072,754.9874755
LOC109641056,-0.288917367,0.491288203,-0.588081221,0.556477777,0.999978072,69.04650244
LOC109641082,0.480049078,0.388093385,1.23694218,0.216108549,0.999978072,171.1396508
LOC109641090,-0.483586277,0.414993144,-1.16528739,0.243902682,0.999978072,145.966276
LOC109641091,0.097075786,0.310975955,0.312164925,0.754915187,0.999978072,33052.89253
LOC109641092,-0.15621572,0.485526361,-0.321745085,0.74764582,0.999978072,121.8779791
LOC109641097,0.034352902,0.406618612,0.084484332,0.932671359,0.999978072,74.01599027
LOC109641098,0.397655298,0.34981501,1.136758819,0.255639123,0.999978072,174.9768652
LOC109641100,-0.394381735,0.414420848,-0.951645499,0.341276798,0.999978072,127.185292
LOC109641108,0.103183733,0.363391589,0.283946399,0.776451458,0.999978072,137.0157672
LOC109641113,-0.446469227,0.620237606,-0.719835789,0.471626107,0.999978072,186.010585
LOC109641117,0.10233414,0.354592046,0.288596827,0.772889924,0.999978072,5354.291852
LOC109641119,-0.041637029,0.283227303,-0.147009235,0.883124731,0.999978072,351.3459006
LOC109641136,0.10735568,0.377757511,0.284192045,0.776263212,0.999978072,104.7683451
LOC109641142,-0.499850223,0.516229181,-0.968271925,0.332908582,0.999978072,116.2259246
LOC109641156,0.062470521,0.446352733,0.139957743,0.888693378,0.999978072,81.90185166
LOC109641158,0.884353875,0.602477886,1.467861138,0.142141946,0.999978072,120.009653
LOC109641159,0.498906726,0.516418372,0.966090195,0.33399905,0.999978072,129.6627764
LOC109641160,0.130969754,0.412517827,0.317488713,0.750872802,0.999978072,87.95642551
LOC109641162,0.086280808,0.286816623,0.3008222,0.763550079,0.999978072,243.8191882
LOC109641169,0.267250273,0.322791176,0.827935497,0.407707031,0.999978072,185.2942327
LOC109641172,0.243166536,0.270116864,0.900227157,0.367999377,0.999978072,486.1065222
LOC109641175,0.405568366,0.418258453,0.969659698,0.332216146,0.999978072,10493.72127
LOC109641186,0.568048601,0.495973995,1.145319325,0.252076904,0.999978072,145.9489323
LOC109641198,2.370553169,1.457140835,1.626852471,0.103768434,0.999978072,111.7229573
LOC109641203,0.581253768,0.450531703,1.290150647,0.196998358,0.999978072,158.2131169
LOC109641204,0.078999489,0.295357783,0.267470483,0.789106938,0.999978072,283.5471792
LOC109641206,-0.019894847,0.34576352,-0.057538884,0.954115932,0.999978072,1533.443307
LOC109641207,0.344838321,0.380575275,0.906097542,0.364884226,0.999978072,1895.535055
LOC109641208,0.099084589,0.295551314,0.335253419,0.737433928,0.999978072,512.5461115
LOC109641212,0.139348157,0.385286589,0.36167404,0.717595629,0.999978072,164.8159378
LOC109641232,-0.430293393,0.385880575,-1.115094722,0.264809833,0.999978072,212.5388132
LOC109641240,0.154000107,0.504760737,0.305095257,0.760293603,0.999978072,263.7167171
LOC109641241,0.429824323,0.401231314,1.071263155,0.284051122,0.999978072,380.7092131
LOC109641244,0.140948069,0.331221094,0.425540738,0.670442531,0.999978072,1881.871117
LOC109641248,0.129259911,0.425105053,0.304065807,0.761077757,0.999978072,111.8177388
LOC109641250,0.198220259,0.317803123,0.6237203,0.532811289,0.999978072,181.9939249
LOC109641253,-0.471471909,0.595032652,-0.792346281,0.428158793,0.999978072,69.89046522
LOC109641254,0.227071861,0.467453106,0.485763937,0.627134546,0.999978072,133.2968217
LOC109641263,0.229167973,0.299998132,0.763898,0.444928029,0.999978072,402.5448222
LOC109641268,0.241016917,0.418366861,0.576089885,0.564554428,0.999978072,229.0355919
LOC109641278,0.32961284,0.346325253,0.951743592,0.341227036,0.999978072,435.8279055
LOC109641286,0.235698773,0.316571771,0.74453503,0.456552857,0.999978072,152.1815943
LOC109641291,0.163729242,0.367323023,0.4457364,0.655787668,0.999978072,119.4092461
LOC109641308,-0.378482162,0.425717862,-0.889044589,0.373979117,0.999978072,1081.409345
LOC109641309,0.00965797,0.303840289,0.031786337,0.974642442,0.999978072,1025.610178
LOC109641311,0.351249932,0.414374418,0.847663168,0.396625584,0.999978072,77.84879936
LOC109641315,-0.219913222,0.437688087,-0.502442787,0.615356088,0.999978072,139.3658289
LOC109641317,0.271268272,0.401471726,0.675684625,0.4992409,0.999978072,74.56760276
LOC109641331,-0.041191497,0.44359077,-0.092859228,0.926015397,0.999978072,181.9530463
LOC109641332,-0.082086503,0.285260347,-0.28775995,0.773530496,0.999978072,690.3451445
LOC109641341,0.689110741,0.445157762,1.54801466,0.121618767,0.999978072,156.7482257
LOC109641350,0.04182538,0.342261024,0.122203163,0.902738121,0.999978072,108.9125713
LOC109641355,-0.141580135,0.419792731,-0.337261997,0.735919405,0.999978072,109.8083065
LOC109641365,0.307697324,0.361360228,0.851497481,0.394493062,0.999978072,97.53887343
LOC109641394,0.071261048,0.304024426,0.23439251,0.814680273,0.999978072,380.1874611
LOC109641396,0.420466418,0.508971573,0.826109827,0.408741794,0.999978072,149.5349592
LOC109641405,0.151131667,0.51535389,0.293258031,0.76932493,0.999978072,139.6971052
LOC109641409,0.48746979,0.398612664,1.222915963,0.221361439,0.999978072,273.4958449
LOC109641419,0.202547751,0.38993133,0.51944467,0.603450688,0.999978072,83.39043621
LOC109641425,-0.093364132,0.460886305,-0.202575194,0.839467081,0.999978072,120.1687774
LOC109641428,0.537930717,0.373106093,1.441763419,0.149369126,0.999978072,496.62743
LOC109641437,0.108657251,0.354468494,0.306535709,0.759196796,0.999978072,221.7832341
LOC109641444,0.735001719,0.461508728,1.592606325,0.111248534,0.999978072,631.7696011
LOC109641449,-0.123172181,0.420799005,-0.292710247,0.769743637,0.999978072,1571.397813
LOC109641461,0.245527542,0.453007781,0.541994093,0.587822575,0.999978072,105.7588195
LOC109641467,0.490134077,0.320057397,1.531394309,0.12567197,0.999978072,676.0078026
LOC109641471,0.13721076,0.326955311,0.419662123,0.674732299,0.999978072,3970.620831
LOC109641473,0.430395857,0.615002185,0.699828176,0.484034617,0.999978072,126.534216
LOC109641474,-0.089015118,0.372727617,-0.238820828,0.811244519,0.999978072,514.0445618
LOC109641476,0.186063127,0.352832437,0.52734133,0.597956578,0.999978072,166.2726118
LOC109641479,-0.069385406,0.350732335,-0.197830081,0.84317801,0.999978072,159.1273895
LOC109641480,-0.606862264,0.418096555,-1.451488313,0.146643934,0.999978072,89.38436099
LOC109641481,0.597480265,0.399301811,1.496312433,0.134572257,0.999978072,154.7187745
LOC109641484,-0.015630399,0.290907203,-0.053729846,0.957150403,0.999978072,523.171918
LOC109641492,-0.167848503,0.397063117,-0.422724991,0.67249592,0.999978072,5940.355092
LOC109641494,-0.238436695,0.425714996,-0.560085262,0.575421282,0.999978072,467.7102871
LOC109641495,0.227414258,0.401598963,0.566272026,0.571208874,0.999978072,257.8154091
LOC109641503,0.301966046,0.400105681,0.754715717,0.450419574,0.999978072,153.5393098
LOC109641504,-0.213840722,0.341147096,-0.626828498,0.530771661,0.999978072,380.0946296
LOC109641506,0.210021571,0.300401632,0.699135921,0.484467092,0.999978072,197.9189364
LOC109641508,1.340074786,1.259622537,1.063870126,0.287387538,0.999978072,518.6656551
LOC109641512,0.59980534,0.38739703,1.548296177,0.121551005,0.999978072,201.5458038
LOC109641517,0.177960801,0.325403058,0.546893448,0.584451937,0.999978072,2024.349495
LOC109641522,0.572112299,0.686404687,0.833491247,0.404567732,0.999978072,84.81243258
LOC109641543,-0.034095906,0.40454159,-0.084282819,0.932831572,0.999978072,87.39717954
LOC109641563,0.286265914,0.361377218,0.79215263,0.428271685,0.999978072,1300.392507
LOC109641570,0.282959405,0.386014268,0.733028358,0.463541134,0.999978072,1475.661749
LOC109641575,-0.265646947,0.356679371,-0.744777995,0.45640594,0.999978072,1036.895802
LOC109641582,-0.170504696,0.309882042,-0.550224515,0.582165391,0.999978072,235.8866871
LOC109641583,-1.723018351,1.772909043,-0.971859419,0.331120491,0.999978072,103.2347805
LOC109641594,0.292820488,0.386876951,0.756882743,0.449120115,0.999978072,444.555153
LOC109641595,-0.385315146,0.274747868,-1.402431796,0.160786344,0.999978072,469.0257722
LOC109641596,0.088149271,0.448770728,0.196423843,0.844278436,0.999978072,64.04588841
LOC109641597,-0.376940425,0.55477842,-0.679443201,0.496857085,0.999978072,50453.68455
LOC109641598,0.047723566,0.583502283,0.081788139,0.934815188,0.999978072,65.14958429
LOC109641602,0.222664372,0.355336328,0.626629911,0.530901857,0.999978072,134.9503263
LOC109641604,0.313860652,0.390619553,0.803494472,0.42168899,0.999978072,89.28097404
LOC109641605,-0.048552657,0.423153308,-0.114740109,0.908651121,0.999978072,68.41836812
LOC109641607,-0.361717533,0.355476015,-1.017558197,0.308887962,0.999978072,100.4438541
LOC109641609,0.721028655,0.637615835,1.130819868,0.258130916,0.999978072,443.4479231
LOC109641618,-0.234413771,0.329781715,-0.710814942,0.47719892,0.999978072,179.8701111
LOC109641620,0.226422859,0.271974336,0.832515532,0.405118015,0.999978072,1341.739823
LOC109641622,0.00476106,0.312672533,0.015226986,0.987851092,0.999978072,11072.45562
LOC109641623,0.08207589,0.343246725,0.23911631,0.811015395,0.999978072,268.1286141
LOC109641625,0.066483627,0.375125489,0.177230365,0.859327445,0.999978072,102.0975838
LOC109641633,-0.032348562,0.489390922,-0.066099637,0.9472985,0.999978072,114.6943222
LOC109641636,0.401518735,0.40411431,0.993577125,0.320428785,0.999978072,195.2520824
LOC109641643,0.008707326,0.294288165,0.029587753,0.976395833,0.999978072,219.8806617
LOC109641644,0.366109869,0.33802894,1.083072558,0.278776218,0.999978072,112.2262473
LOC109641645,0.538079747,0.519684611,1.035396729,0.300483672,0.999978072,131.7768187
LOC109641649,0.59504063,0.702301427,0.84727242,0.396843295,0.999978072,135.4191281
LOC109641657,0.268683107,0.39000758,0.688917654,0.490875089,0.999978072,743.7237859
LOC109641667,0.235584162,0.506363732,0.465246911,0.641754648,0.999978072,109.7914677
LOC109641669,-0.035164021,0.336833116,-0.104395974,0.916855118,0.999978072,524.5421069
LOC109641672,0.167472918,0.490572694,0.341382471,0.73281567,0.999978072,74.30982931
LOC109641678,0.266528724,0.386602431,0.689412956,0.490563433,0.999978072,93.09903132
LOC109641682,-0.336800547,0.296586358,-1.135590149,0.256128134,0.999978072,628.8289043
LOC109641683,-0.328641823,0.390982725,-0.840553309,0.400598225,0.999978072,143.5194724
LOC109641687,0.197995779,0.312751554,0.633076881,0.526683439,0.999978072,12470.88167
LOC109641692,-0.022000236,0.339680784,-0.064767384,0.948359211,0.999978072,126.6287227
LOC109641698,0.015522835,0.471670333,0.032910349,0.97374608,0.999978072,294.0164658
LOC109641701,-0.092144504,0.501370526,-0.183785244,0.854181933,0.999978072,72.39486129
LOC109641709,0.425853773,0.363004398,1.173136677,0.240741,0.999978072,202.7137315
LOC109641725,0.660490112,0.506303573,1.304533774,0.192051652,0.999978072,132.273275
LOC109641726,0.336042653,0.352191364,0.954147909,0.340008778,0.999978072,146.4832473
